"Category","Notice_type","Notice_desc","Company_name","Company_number","Date"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MSLI LIMITED (07561291)","MSLI LIMITED","7561291",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MACKS CONSULTING LIMITED (06956836)","MACKS CONSULTING LIMITED","6956836",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SIMON ELVIN HOLDINGS LIMITED (10209768)","SIMON ELVIN HOLDINGS LIMITED","10209768",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LONDENWIC CONSULTANTS LIMITED (10359456)","LONDENWIC CONSULTANTS LIMITED","10359456",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COASTAL HOMES (RHOS) LIMITED (08736414)","COASTAL HOMES (RHOS) LIMITED","8736414",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JAI SHREENATH TECHNICAL SERVICES LIMITED (07824420)","JAI SHREENATH TECHNICAL SERVICES LIMITED","7824420",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HANDY CONCRETE COMPANY LIMITED (01605954)","HANDY CONCRETE COMPANY LIMITED","1605954",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DNA MEDICAL LIMITED (07830511)","DNA MEDICAL LIMITED","7830511",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MJA PROPERTIES LIMITED (04930246)","MJA PROPERTIES LIMITED","4930246",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ARMOUR WINDOWS UK LIMITED (06344667)","ARMOUR WINDOWS UK LIMITED","6344667",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MUJINGO LIMITED (06723944)","MUJINGO LIMITED","6723944",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CALMVIEW SOLUTIONS LIMITED (08789044 )","CALMVIEW SOLUTIONS LIMITED","8789044",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for QUADRA CAPITAL LIMITED (08370461)","QUADRA CAPITAL LIMITED","8370461",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE CHOCOLATE SHOP BARNET LTD (11359870)","THE CHOCOLATE SHOP BARNET LTD","11359870",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SCCC CONSULTING LTD (08862224)","SCCC CONSULTING LTD","8862224",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HEMDEAN (ST THOMAS) LTD (09206067)","HEMDEAN (ST THOMAS) LTD","9206067",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FOUR AGILE LTD (09717865)","FOUR AGILE LTD","9717865",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MARINE123 LIMITED (05136788)","MARINE123 LIMITED","5136788",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for UK REACT LTD (09927355)","UK REACT LTD","9927355",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TREACLE CONSULTING LTD (10142718)","TREACLE CONSULTING LTD","10142718",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for YORKER CONSULTING LIMITED (07184175)","YORKER CONSULTING LIMITED","7184175",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for REMSUE LIMITED (08440057)","REMSUE LIMITED","8440057",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MONTECARVO LIMITED (08470539)","MONTECARVO LIMITED","8470539",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MICHAEL A PERKS LIMITED (09369714)","MICHAEL A PERKS LIMITED","9369714",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WHITELEAF PARTNERSHIP LIMITED (10448022)","WHITELEAF PARTNERSHIP LIMITED","10448022",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FARLOW CONSULTING LTD (09906303)","FARLOW CONSULTING LTD","9906303",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ASPIRE BUILD LTD (11191899)","ASPIRE BUILD LTD","11191899",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for P3P PROJECT DEVELOPMENT ELLOUGHTON LIMITED (09876872)","P3P PROJECT DEVELOPMENT ELLOUGHTON LIMITED","9876872",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BOOM ENTS LIMITED (07975550)","BOOM ENTS LIMITED","7975550",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BONANZINGA LIMITED (09828814)","BONANZINGA LIMITED","9828814",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LEAN HQ LTD (07998641)","LEAN HQ LTD","7998641",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MUMBAI 62 LIMITED (11978293)","MUMBAI 62 LIMITED","11978293",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SA LEGAL CONSULTANCY LIMITED (08302889)","SA LEGAL CONSULTANCY LIMITED","8302889",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MYIT CONSULTING LIMITED (10899399)","MYIT CONSULTING LIMITED","10899399",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ARNOLD ASPHALT LIMITED (04624362)","ARNOLD ASPHALT LIMITED","4624362",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FIN PRINTERS INTERNATIONAL LIMITED (03030856)","FIN PRINTERS INTERNATIONAL LIMITED","3030856",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRESTIGE BUILDERS (WARWICKSHIRE) LIMITED (06567021)","PRESTIGE BUILDERS (WARWICKSHIRE) LIMITED","6567021",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BOOJAM LTD (11763875)","BOOJAM LTD","11763875",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STEVE NORMAN LIMITED (06327133)","STEVE NORMAN LIMITED","6327133",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MILLERS BAR AND RESTAURANT LIMITED (08686766)","MILLERS BAR AND RESTAURANT LIMITED","8686766",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for YOUR PRICE PLASTICS LIMITED (06590051)","YOUR PRICE PLASTICS LIMITED","6590051",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GROCOTT CONSULTING LIMITED (04712713)","GROCOTT CONSULTING LIMITED","4712713",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MTM PROPERTIES LIMITED (06905092)","MTM PROPERTIES LIMITED","6905092",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ZOOM SOFTWARE LIMITED (05840984)","ZOOM SOFTWARE LIMITED","5840984",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LUMINIS CONSULTANCY LIMITED (08497261)","LUMINIS CONSULTANCY LIMITED","8497261",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CROMWELL CONSULTANCY LIMITED (10085656)","CROMWELL CONSULTANCY LIMITED","10085656",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLUES PROPERTY HISTON LTD (10081223)","BLUES PROPERTY HISTON LTD","10081223",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DEOAKES LIMITED (08328563)","DEOAKES LIMITED","8328563",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WARRIOR ASSET MANAGEMENT LIMITED (08704082)","WARRIOR ASSET MANAGEMENT LIMITED","8704082",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SALLOWAYS LIMITED (00472601)","SALLOWAYS LIMITED","472601",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VANTAGE ASSOCIATES LIMITED (09704012)","VANTAGE ASSOCIATES LIMITED","9704012",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FIN-TECK UK LTD (10233466)","FIN-TECK UK LTD","10233466",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WALSHAW SOLUTIONS LTD (10311632)","WALSHAW SOLUTIONS LTD","10311632",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROBERT O'NEILL FINANCIAL SERVICES LIMITED (10640096)","ROBERT O'NEILL FINANCIAL SERVICES LIMITED","10640096",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for P C BALL LIMITED (05483325)","P C BALL LIMITED","5483325",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PACELINE ADVISORY SERVICES LIMITED (09915915)","PACELINE ADVISORY SERVICES LIMITED","9915915",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OVERLAND (SOUTH EAST) LIMITED (06859295)","OVERLAND (SOUTH EAST) LIMITED","6859295",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KILGOUR OF SAVILE ROW LIMITED (11963922)","KILGOUR OF SAVILE ROW LIMITED","11963922",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for P B ROOFING (YORKSHIRE) LIMITED (08140297)","P B ROOFING (YORKSHIRE) LIMITED","8140297",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DAVIDE LEONE AND PARTNERS LLP (OC361689)","DAVIDE LEONE AND PARTNERS LLP","361689",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GNE LTD (05234943)","GNE LTD","5234943",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RTZ LIMITED (08571728)","RTZ LIMITED","8571728",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AZUNA LTD (11067206)","AZUNA LTD","11067206",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MORTON SPIERT FARM LIMITED (04680184)","MORTON SPIERT FARM LIMITED","4680184",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PLATINUM HAIR SALON LTD (11354448)","PLATINUM HAIR SALON LTD","11354448",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R J S AGGREGATES LTD (05178924)","R J S AGGREGATES LTD","5178924",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for METAGENISIS LIMITED (11046872)","METAGENISIS LIMITED","11046872",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CLYMENIA CONSULTING LTD. (08942019)","CLYMENIA CONSULTING LTD.","8942019",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOLLYBROOK (DOWNHAM) LIMITED (09462524)","HOLLYBROOK (DOWNHAM) LIMITED","9462524",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WARRIOR GROUP LONDON LIMITED (09289109)","WARRIOR GROUP LONDON LIMITED","9289109",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DCC ASSOCIATES LIMITED (06180474)","DCC ASSOCIATES LIMITED","6180474",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CREST-TECH COMPUTERS LIMITED (07019505)","CREST-TECH COMPUTERS LIMITED","7019505",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ZE SOLUTIONS LIMITED (09623423)","ZE SOLUTIONS LIMITED","9623423",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AUDREY ASSOCIATES LIMITED (10305353)","AUDREY ASSOCIATES LIMITED","10305353",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROD JEWELL SIGNALLING CONSULTANCY LIMITED (05697105)","ROD JEWELL SIGNALLING CONSULTANCY LIMITED","5697105",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ISAPON LTD (09764928)","ISAPON LTD","9764928",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ESS LAND MANAGEMENT LTD (03047952)","ESS LAND MANAGEMENT LTD","3047952",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for A2Z DIGICOM LIMITED (10591696)","A2Z DIGICOM LIMITED","10591696",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VANGHENT LTD (10652883)","VANGHENT LTD","10652883",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BARNSLEY RECYCLING LIMITED (05135479)","BARNSLEY RECYCLING LIMITED","5135479",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PINEWOODS (ROMFORD) LIMITED (09264064)","PINEWOODS (ROMFORD) LIMITED","9264064",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for XYZ123 LIMITED (10761009)","XYZ123 LIMITED","10761009",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMD CONSULTING SERVICES LIMITED (10664591)","AMD CONSULTING SERVICES LIMITED","10664591",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for C M F CONSULTING LIMITED (05510828)","C M F CONSULTING LIMITED","5510828",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DYNAMIC CONSULTING LIMITED (09064283)","DYNAMIC CONSULTING LIMITED","9064283",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GRANGE PARK CONSULTING (MIDLANDS) LIMITED (06302092)","GRANGE PARK CONSULTING (MIDLANDS) LIMITED","6302092",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MARINE456 LIMITED (02723900)","MARINE456 LIMITED","2723900",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AA CONSULTANCY SERVICES LIMITED (09673983)","AA CONSULTANCY SERVICES LIMITED","9673983",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JY ACTUARIAL LIMITED (09167736)","JY ACTUARIAL LIMITED","9167736",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROBINCO LIMITED (02510633)","ROBINCO LIMITED","2510633",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GREAT BATHROOMS LTD (10689644)","GREAT BATHROOMS LTD","10689644",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ARNLOFT 2002 LIMITED (04511481)","ARNLOFT 2002 LIMITED","4511481",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 10 DEGREES C LIMITED (07305034)","10 DEGREES C LIMITED","7305034",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOME HARVEST SALADS LIMITED (05195216)","HOME HARVEST SALADS LIMITED","5195216",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SPENCER TURNBULL LIMITED (10066708)","SPENCER TURNBULL LIMITED","10066708",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R2 IT SERVICES LIMITED (09825078)","R2 IT SERVICES LIMITED","9825078",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GOLDEN FLEECE IT LIMITED (08759497)","GOLDEN FLEECE IT LIMITED","8759497",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PEDION CONSULTANTS LIMITED (06178754)","PEDION CONSULTANTS LIMITED","6178754",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KARMIC ENTERPRISE SOLUTIONS LIMITED (09342380)","KARMIC ENTERPRISE SOLUTIONS LIMITED","9342380",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NOLCO LIMITED (08085813)","NOLCO LIMITED","8085813",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for APPROVED TRADES MANAGEMENT LIMITED (08327115)","APPROVED TRADES MANAGEMENT LIMITED","8327115",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for G.I.HOPLEY LIMITED (01877007)","G.I.HOPLEY LIMITED","1877007",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SBTTL LIMITED (08985164)","SBTTL LIMITED","8985164",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLAISDON DEVELOPMENTS LIMITED (08871057)","BLAISDON DEVELOPMENTS LIMITED","8871057",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PALABOURNE LIMITED (01189621)","PALABOURNE LIMITED","1189621",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FITCONNECT UK LTD (10254674)","FITCONNECT UK LTD","10254674",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MILLERS BAR AND RESTAURANT LIMITED (08686766)","MILLERS BAR AND RESTAURANT LIMITED","8686766",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ALIO PARTNERS LIMITED (09811915)","ALIO PARTNERS LIMITED","9811915",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HEPWORTH INSURANCE SERVICES LIMITED (06716798)","HEPWORTH INSURANCE SERVICES LIMITED","6716798",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MISSION RESOURCES GROUP LIMITED (06290357)","MISSION RESOURCES GROUP LIMITED","6290357",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BABERS PRODUCTIONS LIMITED (06268685)","BABERS PRODUCTIONS LIMITED","6268685",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ANTARCO LIMITED (01915130)","ANTARCO LIMITED","1915130",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CHIROTECH TECHNOLOGY LIMITED (02667953)","CHIROTECH TECHNOLOGY LIMITED","2667953",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ACT GRANGE LIMITED (07785430)","ACT GRANGE LIMITED","7785430",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OCKTCOM LTD (03138035)","OCKTCOM LTD","3138035",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PERFACT LTD (01972790)","PERFACT LTD","1972790",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VYRNWY IT LIMITED (10886779)","VYRNWY IT LIMITED","10886779",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CLEAR PROCESS IMPROVEMENT LTD (07795706)","CLEAR PROCESS IMPROVEMENT LTD","7795706",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for METTLE SOLUTIONS LIMITED (07602537)","METTLE SOLUTIONS LIMITED","7602537",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BRAVO STRIDE LIMITED (11228812)","BRAVO STRIDE LIMITED","11228812",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TEALE HOLDINGS LIMITED (04779525)","TEALE HOLDINGS LIMITED","4779525",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRIMUS CONSULTANCY LIMITED (07608769)","PRIMUS CONSULTANCY LIMITED","7608769",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HAPPY CONSULTING LTD (07238156)","HAPPY CONSULTING LTD","7238156",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TDL PROJECT SERVICES LIMITED (08481310)","TDL PROJECT SERVICES LIMITED","8481310",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TAKTECH LTD (10513302)","TAKTECH LTD","10513302",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KILGOUR BESPOKE LIMITED (00197391)","KILGOUR BESPOKE LIMITED","197391",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for XAYN LTD (11806167)","XAYN LTD","11806167",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COOPERCO (UK) LIMITED (08939534)","COOPERCO (UK) LIMITED","8939534",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SGH EVOLUTION LTD (10874303)","SGH EVOLUTION LTD","10874303",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AJS CHANGE CONSULTANCY LTD (10365480)","AJS CHANGE CONSULTANCY LTD","10365480",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DHFR LTD (04620047)","DHFR LTD","4620047",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SIMON KAY SURGERY LIMITED (08582925)","SIMON KAY SURGERY LIMITED","8582925",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLUES PROPERTY WORTS LTD (09541054)","BLUES PROPERTY WORTS LTD","9541054",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for M J B SOLUTIONS CONSULTANCY LIMITED (10025643)","M J B SOLUTIONS CONSULTANCY LIMITED","10025643",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NOTLEY ENGINEERING LIMITED (07444397)","NOTLEY ENGINEERING LIMITED","7444397",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OVERLAND FREIGHT FORWARDERS LIMITED (01286680)","OVERLAND FREIGHT FORWARDERS LIMITED","1286680",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SOUTHERN LEGAL SERVICES LIMITED (05412203)","SOUTHERN LEGAL SERVICES LIMITED","5412203",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WENDY JACOBS LIMITED (07670984)","WENDY JACOBS LIMITED","7670984",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GREAT INPUT LIMITED (07946602)","GREAT INPUT LIMITED","7946602",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for QUANCON LTD (09784643)","QUANCON LTD","9784643",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LONE SUNSET LIMITED (10392536)","LONE SUNSET LIMITED","10392536",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MGB CONSULTANCY LIMITED (07657317)","MGB CONSULTANCY LIMITED","7657317",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SUNSHINE INTERIORS LIMITED (02503265)","SUNSHINE INTERIORS LIMITED","2503265",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for C.J. BRICKNALL & COMPANY LIMITED (01954726)","C.J. BRICKNALL & COMPANY LIMITED","1954726",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SWANBOURNE PARTNERS LIMITED (10448065)","SWANBOURNE PARTNERS LIMITED","10448065",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BARSOULS LIMITED (05902963)","BARSOULS LIMITED","5902963",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WIDBURY CONSULTANCY LIMITED (10597214)","WIDBURY CONSULTANCY LIMITED","10597214",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HIGHSPEED WEDDINGS LTD (10897813)","HIGHSPEED WEDDINGS LTD","10897813",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PETRAM CONSULTING LTD (09248169)","PETRAM CONSULTING LTD","9248169",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DHCI SERVICES LIMITED (06210985)","DHCI SERVICES LIMITED","6210985",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GALLARDO CONSULTING LIMITED (09246836)","GALLARDO CONSULTING LIMITED","9246836",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for Q ANALYTICS LIMITED (09671320)","Q ANALYTICS LIMITED","9671320",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SORBROOK MANAGEMENT SERVICES LIMITED (09503109)","SORBROOK MANAGEMENT SERVICES LIMITED","9503109",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    NCAPSULATE LTD (09900391)
                                 ","NCAPSULATE LTD","9900391",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RISKFOLIO LIMITED
                                     (10207264)
                                 ","RISKFOLIO LIMITED","10207264",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ESPYRA CONSULTING LTD (09825435)","ESPYRA CONSULTING LTD","9825435",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    CAMPUS DEVELOPMENT MANAGEMENT LTD  (05919046)
                                 ","CAMPUS DEVELOPMENT MANAGEMENT LTD","5919046",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    CLIENT CRITICAL LIMITED (07058863)
                                 ","CLIENT CRITICAL LIMITED","7058863",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PIXEL PAPER STONE LIMITED
                                     (08000583)
                                 ","PIXEL PAPER STONE LIMITED","8000583",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    ZWIENER CONSULTING LTD  (11180843)
                                 ","ZWIENER CONSULTING LTD","11180843",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RICHARD LEVER CONSTRUCTION LIMITED (04799187)","RICHARD LEVER CONSTRUCTION LIMITED","4799187",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FREEHOLD INVESTMENT LIMITED (04888186)","FREEHOLD INVESTMENT LIMITED","4888186",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EXPERIENCED NATIONAL ACCOUNT MANAGERS LIMITED (09116653)","EXPERIENCED NATIONAL ACCOUNT MANAGERS LIMITED","9116653",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LAWLEY & ULRICH CONSULTING SERVICES LIMITED (10321566)","LAWLEY & ULRICH CONSULTING SERVICES LIMITED","10321566",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KINGFISHERS (PROJECT MANAGEMENT) LIMITED (07020487)","KINGFISHERS (PROJECT MANAGEMENT) LIMITED","7020487",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MATTISON PUBLIC RELATIONS LIMITED (04687680)","MATTISON PUBLIC RELATIONS LIMITED","4687680",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JOHN M. DIXON LIMITED (06851543)","JOHN M. DIXON LIMITED","6851543",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ELDWICK LIMITED (02335203)","ELDWICK LIMITED","2335203",2020-03-18
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for NEWTON DESIGN ENGINEERING LTD (03202845)","NEWTON DESIGN ENGINEERING LTD","3202845",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TDM LONDON LIMITED (06503195)","TDM LONDON LIMITED","6503195",2020-03-18
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    BURKHARD LONDON LIMITED  (10846118)
                                 ","BURKHARD LONDON LIMITED","10846118",2020-03-18
