"Category","Notice_type","Notice_desc","Company_name","Company_number","Date"
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ANIPOC LIMITED (09887354)","ANIPOC LIMITED","9887354",2019-11-20
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for RESPECT4US C.I.C. (07266635)","RESPECT4US C.I.C.","7266635",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for RESPECT4US C.I.C. (07266635)","Actions","7266635",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for KARBON BBQ LIMITED (10788717)","KARBON BBQ LIMITED","10788717",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for RESPECT4US C.I.C. (07266635)","RESPECT4US C.I.C.","7266635",2019-11-20
"Corporate Insolvency","Notice of Intended Dividends","Notice timeline for DAA SOLUTIONS LIMITED (10539608)","DAA SOLUTIONS LIMITED","10539608",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for DAA SOLUTIONS LIMITED (10539608)","Actions","10539608",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DAA SOLUTIONS LIMITED (10539608)","DAA SOLUTIONS LIMITED","10539608",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for KKC CONSULTING LTD (06240464)","KKC CONSULTING LTD","6240464",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MUSIC PUB CO LTD  (11266681)","MUSIC PUB CO LTD ","11266681",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MUSIC PUB CO LTD  (11266681)","Actions","11266681",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VIDEVITA LIMITED (07824182)","VIDEVITA LIMITED","7824182",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for VIDEVITA LIMITED (07824182)","Actions","7824182",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SSM2 LIMITED (09793590)","SSM2 LIMITED","9793590",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for SSM2 LIMITED (09793590)","Actions","9793590",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for SCOEN INTERNATIONAL LTD (11919786)","Actions","11919786",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for OMARINGA LIMITED (09137463)","Actions","9137463",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for NEW ENERGY ELECTRICAL LTD (8396006)","Actions","8396006",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for M & A CONSERVATORY & BUILDING SPECIALISTS LTD (11077737)","Actions","11077737",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for KGB CONSTRUCTION IW LIMITED (11055730)","Actions","11055730",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for SEVENTEEN BUILD LTD (10987287)","Actions","10987287",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for STAY BELVEDERE LTD (08960208)","Actions","8960208",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for LS PREMIER BUILDING LTD (10319753)","Actions","10319753",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for J&A ASSET MANAGEMENT LIMITED (05712147)","Actions","5712147",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for J&A ASSET MANAGEMENT LIMITED (05712147)","J&A ASSET MANAGEMENT LIMITED","5712147",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for J&A ASSET MANAGEMENT LIMITED (05712147)","J&A ASSET MANAGEMENT LIMITED","5712147",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for YUM YUM SHOES LIMITED (06094594)","YUM YUM SHOES LIMITED","6094594",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for ELECTRAA LIMITED (10817425)","Actions","10817425",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for MAYFIELD GLASS LIMITED (05774116)","MAYFIELD GLASS LIMITED","5774116",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for POB BUSINESS LTD (09989120)","POB BUSINESS LTD","9989120",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for WILKINSON-BROWN LIMITED (09454004)","WILKINSON-BROWN LIMITED","9454004",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for HIM LTD (00905024)","HIM LTD","905024",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for E.TUFFT & SON LIMITED (00682411)","E.TUFFT & SON LIMITED","682411",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for ESSEM TRADING LTD (11482720)","Actions","11482720",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LORDSWOOD ARCHITECTURAL LIMITED (06834177)","LORDSWOOD ARCHITECTURAL LIMITED","6834177",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for CUBESTAR LIMITED (07240273)","Actions","7240273",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for SPRINT 1108 LIMITED (05792565)","Actions","5792565",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for DOLCE LOUNGE LTD (08590898)","Actions","8590898",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GOLDENBOY MEDIA LTD (07163417)","GOLDENBOY MEDIA LTD","7163417",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for RUSHCLIFFE (ST ANNES PCC) LIMITED (05461007)","Actions","5461007",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PROPERTY CONSULTANTS LONDON LIMITED (05923545)","PROPERTY CONSULTANTS LONDON LIMITED","5923545",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for PROPERTY CONSULTANTS LONDON LIMITED (05923545)","PROPERTY CONSULTANTS LONDON LIMITED","5923545",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for TRUE CONNECTIVITY LIMITED (09231780)","TRUE CONNECTIVITY LIMITED","9231780",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for MELLSMARK FINANCE LIMITED (01339143)","MELLSMARK FINANCE LIMITED","1339143",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JOHN DIGITAL MARKETING LIMITED (09996361)","JOHN DIGITAL MARKETING LIMITED","9996361",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for JOHN DIGITAL MARKETING LIMITED (09996361)","Actions","9996361",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CATHEDRAL PUBLISHING SERVICES LIMITED (01559073)","CATHEDRAL PUBLISHING SERVICES LIMITED","1559073",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for PAUL PARSONSON CONSULTING LIMITED (08705363)","PAUL PARSONSON CONSULTING LIMITED","8705363",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HIM LTD (00905024)","HIM LTD","905024",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for JAK RENOVATIONS LIMITED (07791612)","JAK RENOVATIONS LIMITED","7791612",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for MEX COURIER & CARGO LIMITED (03644174)","MEX COURIER & CARGO LIMITED","3644174",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RUPESH AHLUWALIA LTD (07652229)","RUPESH AHLUWALIA LTD","7652229",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for WHITEWATER GRAPHICS AND DESIGN LTD (07254477)","Actions","7254477",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for IM! AGENCY LTD (11090690)","IM! AGENCY LTD","11090690",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for RUPESH AHLUWALIA LTD (07652229)","RUPESH AHLUWALIA LTD","7652229",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for J D L FORK TRUCK SERVICES LIMITED (05563998)","J D L FORK TRUCK SERVICES LIMITED","5563998",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for HOTSON CONSULTING LIMITED (08692814)","HOTSON CONSULTING LIMITED","8692814",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DOLCE LOUNGE LTD (08590898)","DOLCE LOUNGE LTD","8590898",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LLYQ LIMITED (10134579)","LLYQ LIMITED","10134579",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WHITEWATER GRAPHICS AND DESIGN LTD (07254477)","WHITEWATER GRAPHICS AND DESIGN LTD","7254477",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for E.TUFFT & SON LIMITED (00682411)","Actions","682411",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for CAFFE DOUBLE LIMITED (06916021)","CAFFE DOUBLE LIMITED","6916021",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SPRINT 1108 LIMITED (05792565)","SPRINT 1108 LIMITED","5792565",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for E.TUFFT & SON LIMITED (00682411)","E.TUFFT & SON LIMITED","682411",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for CHART DESIGN PROJECT CONSULTANTS LTD (09177950)","Actions","9177950",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for J D L FORK TRUCK SERVICES LIMITED (05563998)","Actions","5563998",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for VIKING SERVICES LIMITED (10996096)","Actions","10996096",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PAUL PARSONSON CONSULTING LIMITED (08705363)","PAUL PARSONSON CONSULTING LIMITED","8705363",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for ASHWORTH WALKER LIMITED (04076259)","Actions","4076259",2019-11-21
"Corporate Insolvency","Appointment of Administrators","Notice timeline for 
                                    UK BATHROOM VILLAGE LIMITED (07091143)
                                 ","UK BATHROOM VILLAGE LIMITED","7091143",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for M.C.MILLS AND COMPANY LIMITED (00493314)","M.C.MILLS AND COMPANY LIMITED","493314",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for R.J.HOADLEY CONSULTING LTD (07687554)","R.J.HOADLEY CONSULTING LTD","7687554",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R.J.HOADLEY CONSULTING LTD (07687554)","R.J.HOADLEY CONSULTING LTD","7687554",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMICUS CAPITAL LIMITED (07713376)","AMICUS CAPITAL LIMITED","7713376",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for TRUE CONNECTIVITY LIMITED (09231780)","Actions","9231780",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for VGB TRANS LIMITED (06485025)","VGB TRANS LIMITED","6485025",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for IM! AGENCY LTD (11090690)","Actions","11090690",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VIKING SERVICES LIMITED (10996096)","VIKING SERVICES LIMITED","10996096",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMBERTRAIL LTD (08870591)","AMBERTRAIL LTD","8870591",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for SRI LALITHAMBIKA FOODS LTD (08266868)","Actions","8266868",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for CATHEDRAL PUBLISHING SERVICES LIMITED (01559073)","CATHEDRAL PUBLISHING SERVICES LIMITED","1559073",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for KWIK MOTS CENTRE LTD (07755689)","KWIK MOTS CENTRE LTD","7755689",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COPPER DEVELOPMENT ASSOCIATION (00279742)","COPPER DEVELOPMENT ASSOCIATION","279742",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for SUIT THE CITY LIMITED (06258776)","SUIT THE CITY LIMITED","6258776",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for LLYQ LIMITED (10134579)","Actions","10134579",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for LEONG CHANGE CONSULTING SERVICES LTD (08473339)","Actions","8473339",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for REFLEX OPTICAL LIMITED (05800863)","REFLEX OPTICAL LIMITED","5800863",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for PAUL PARSONSON CONSULTING LIMITED (08705363)","Actions","8705363",2019-11-21
"Corporate Insolvency","Appointment of Administrators","Notice timeline for LEGACY EDUCATION ALLIANCE INTERNATIONAL LTD (04311733)","LEGACY EDUCATION ALLIANCE INTERNATIONAL LTD","4311733",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for AMBERTRAIL LTD (08870591)","Actions","8870591",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for CATHEDRAL PUBLISHING SERVICES LIMITED (01559073)","Actions","1559073",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for R.J.HOADLEY CONSULTING LTD (07687554)","Actions","7687554",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SRI LALITHAMBIKA FOODS LTD (08266868)","SRI LALITHAMBIKA FOODS LTD","8266868",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOTSON CONSULTING LIMITED (08692814)","HOTSON CONSULTING LIMITED","8692814",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RUSHCLIFFE (ST ANNES PCC) LIMITED (05461007)","RUSHCLIFFE (ST ANNES PCC) LIMITED","5461007",2019-11-21
"Corporate Insolvency","Other Corporate Insolvency Notices","Notice timeline for LEGACY EDUCATION ALLIANCE INTERNATIONAL LTD (04311733)","LEGACY EDUCATION ALLIANCE INTERNATIONAL LTD","4311733",2019-11-21
"Corporate Insolvency","Appointment of Administrators","Notice timeline for PARFUMS BLEU LIMITED (02985065)","PARFUMS BLEU LIMITED","2985065",2019-11-21
"Corporate Insolvency","Qualifying Decision Procedure","Notice timeline for LORDSWOOD ARCHITECTURAL LIMITED (06834177)","LORDSWOOD ARCHITECTURAL LIMITED","6834177",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for PRIORITY COVER LTD (06865916)","PRIORITY COVER LTD","6865916",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for HIM LTD (00905024)","Actions","905024",2019-11-21
"Corporate Insolvency","Appointment of Administrators","Notice timeline for LONGSHOT KIDS LIMITED (07880327)","LONGSHOT KIDS LIMITED","7880327",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for COPPER DEVELOPMENT ASSOCIATION (00279742)","COPPER DEVELOPMENT ASSOCIATION","279742",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for AMICUS CAPITAL LIMITED (07713376)","AMICUS CAPITAL LIMITED","7713376",2019-11-21
"Corporate Insolvency","Appointment of Administrators","Notice timeline for AKHQ LTD (07964482)","AKHQ LTD","7964482",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for RUPESH AHLUWALIA LTD (07652229)","Actions","7652229",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for HONWOOD HOMES LIMITED (08618562)","Actions","8618562",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MELLSMARK FINANCE LIMITED (01339143)","Actions","1339143",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MGSB LTD (10094000)","Actions","10094000",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for RUSHCLIFFE (HEYSHAM) LIMITED (07142438)","Actions","7142438",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MELLSMARK FINANCE LIMITED (01339143)","MELLSMARK FINANCE LIMITED","1339143",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for M.C.MILLS AND COMPANY LIMITED (00493314)","Actions","493314",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MJS RECOVERY (PINXTON) LIMITED (09415503)","MJS RECOVERY (PINXTON) LIMITED","9415503",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DARWOOD JONES PROPERTY INVESTMENT LTD (10416070)","DARWOOD JONES PROPERTY INVESTMENT LTD","10416070",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for DARWOOD JONES PROPERTY INVESTMENT LTD (10416070)","Actions","10416070",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for HONWOOD HOMES LIMITED (08618562)","HONWOOD HOMES LIMITED","8618562",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CHART DESIGN PROJECT CONSULTANTS LTD (09177950)","CHART DESIGN PROJECT CONSULTANTS LTD","9177950",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ASHWORTH WALKER LIMITED (04076259)","ASHWORTH WALKER LIMITED","4076259",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for GOLDENBOY MEDIA LTD (07163417)","Actions","7163417",2019-11-21
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for PICAW LIMITED (07326654)","Actions","7326654",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for LORDSWOOD ARCHITECTURAL LIMITED (06834177)","Actions","6834177",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for PROPERTY CONSULTANTS LONDON LIMITED (05923545)","Actions","5923545",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RUSHCLIFFE (HEYSHAM) LIMITED (07142438)","RUSHCLIFFE (HEYSHAM) LIMITED","7142438",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for HOTSON CONSULTING LIMITED (08692814)","Actions","8692814",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MGSB LTD (10094000)","MGSB LTD","10094000",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for AMBERTRAIL LTD (08870591)","AMBERTRAIL LTD","8870591",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for COPPER DEVELOPMENT ASSOCIATION (00279742)","Actions","279742",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MJS RECOVERY (PINXTON) LIMITED (09415503)","Actions","9415503",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LEONG CHANGE CONSULTING SERVICES LTD (08473339)","LEONG CHANGE CONSULTING SERVICES LTD","8473339",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ESSEM TRADING LTD (11482720)","ESSEM TRADING LTD","11482720",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HONWOOD HOMES LIMITED (08618562)","HONWOOD HOMES LIMITED","8618562",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TRUE CONNECTIVITY LIMITED (09231780)","TRUE CONNECTIVITY LIMITED","9231780",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CUBESTAR LIMITED (07240273)","CUBESTAR LIMITED","7240273",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for AMICUS CAPITAL LIMITED (07713376)","Actions","7713376",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for SPRINT 1108 LIMITED (05792565)","SPRINT 1108 LIMITED","5792565",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for LEONG CHANGE CONSULTING SERVICES LTD (08473339)","LEONG CHANGE CONSULTING SERVICES LTD","8473339",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for ANICA SOUTH EAST LIMITED (11120035)","ANICA SOUTH EAST LIMITED","11120035",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE LAKE SCHOOL OF ENGLISH OXFORD LIMITED (03986022)","IN THE MATTER OF THE COMPANIES ACT 2006","3986022",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for THE LAKE SCHOOL OF ENGLISH OXFORD LIMITED (03986022)","PURSUANT TO SECTION 109 OF THE INSOLVENCY ACT 1986","3986022",2019-11-21
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for EBENISTES LIMITED (10158726)","EBENISTES LIMITED","10158726",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for EBENISTES LIMITED (10158726)","Actions","10158726",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for DRIVE RECRUITMENT SPECIALISTS LIMITED (10994156)","Actions","10994156",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DRIVE RECRUITMENT SPECIALISTS LIMITED (10994156)","DRIVE RECRUITMENT SPECIALISTS LIMITED","10994156",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for PORTCLEW LIMITED (03237620)","PORTCLEW LIMITED","3237620",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for PORTCLEW LIMITED (03237620)","Actions","3237620",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PORTCLEW LIMITED (03237620)","PORTCLEW LIMITED","3237620",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for WARMER HOMES NORTHWEST LTD (09505173)","WARMER HOMES NORTHWEST LTD","9505173",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for CHRISTOPHER WILKS ASSOCIATES LIMITED (07334290)","CHRISTOPHER WILKS ASSOCIATES LIMITED","7334290",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for CHRISTOPHER WILKS ASSOCIATES LIMITED (07334290)","Actions","7334290",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CHRISTOPHER WILKS ASSOCIATES LIMITED (07334290)","CHRISTOPHER WILKS ASSOCIATES LIMITED","7334290",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for IVESON (GB) LIMITED (08872688)","IVESON (GB) LIMITED","8872688",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for IVESON (GB) LIMITED (08872688)","IVESON (GB) LIMITED","8872688",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for IVESON (GB) LIMITED (08872688)","Actions","8872688",2019-11-21
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for SIGNAL PROPERTY INVESTMENTS LLP (OC348022)","Actions","348022",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for JADON CONTRACTORS LTD (09236258)","JADON CONTRACTORS LTD","9236258",2019-11-21
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for ST. IVES SCAFFOLDING SOLUTIONS LIMITED
                                     (09940822)
                                 ","Actions","9940822",2019-11-21
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for 
                                    EDGESTONE DEVELOPMENTS LIMITED (10812699)
                                 ","Actions","10812699",2019-11-21
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for POWELL SCAFFOLDING SERVICES LIMITED
                                     (09397169)
                                 ","Actions","9397169",2019-11-21
"Corporate Insolvency","Appointment of Administrators","Notice timeline for BIRLEY MANUFACTURING LIMITED (03728374)","BIRLEY MANUFACTURING LIMITED","3728374",2019-11-21
"Corporate Insolvency","Overseas Territories and Dependencies","Notice timeline for 
                                    NESTOR TRADING LTD (BC No. 1870385
                                    )
                                 ","
                                             NESTOR TRADING LTD",NA,2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for DOCTOR HOUSE LIMITED (08777620)","DOCTOR HOUSE LIMITED","8777620",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HARROW INNS LTD  (08285588)","HARROW INNS LTD ","8285588",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for HARROW INNS LTD  (08285588)","Actions","8285588",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TRIPLE APEX LIMITED (09079601)","TRIPLE APEX LIMITED","9079601",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NOVA ASTRUM LIMITED  (05463895)","(PURSUANT TO SECTIONS 282 & 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                             INSOLVENCY ACT 1986)","5463895",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FIELDHEAD CONSULTING LIMITED  (6285297)","FIELDHEAD CONSULTING LIMITED","6285297",2019-11-21
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SARA SELWOOD ASSOCIATES LIMITED (06497880)","SARA SELWOOD ASSOCIATES LIMITED","6497880",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for FIELDHEAD CONSULTING LIMITED  (6285297)","Actions","6285297",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for SARA SELWOOD ASSOCIATES LIMITED (06497880)","PURSUANT TO SECTION 109 OF THE INSOLVENCY ACT 1986","6497880",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for TRIPLE APEX LIMITED (09079601)","PURSUANT TO SECTION 109 OF THE INSOLVENCY ACT 1986","9079601",2019-11-21
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for NOVA ASTRUM LIMITED  (05463895)","PURSUANT TO SECTION 109 OF THE INSOLVENCY ACT 1986","5463895",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for NOVA ASTRUM LIMITED  (05463895)","IN THE MATTER OF THE INSOLVENCY ACT 1986","5463895",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for TRIPLE APEX LIMITED (09079601)","TRIPLE APEX LIMITED","9079601",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for SARA SELWOOD ASSOCIATES LIMITED (06497880)","SARA SELWOOD ASSOCIATES LIMITED","6497880",2019-11-21
"Corporate Insolvency","Notices to Creditors","Notice timeline for FIELDHEAD CONSULTING LIMITED  (6285297)","FIELDHEAD CONSULTING LIMITED ","6285297",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for B L T PROJECTS LIMITED (10496219)","NOTICE TO CREDITORS OF VIRTUAL MEETING","10496219",2019-11-21
"Corporate Insolvency","Meetings of Creditors","Notice timeline for PREMIER CONSERVATORY & GLAZING SUPPLIES LIMITED (11813312 )","NOTICE TO CREDITORS OF VIRTUAL MEETING","11813312",2019-11-21
"Corporate Insolvency","Appointment of Administrators","Notice timeline for 
                                    TIR EOGHAIN LIMITED (NI038057)
                                 ","
                                             TIR EOGHAIN LIMITED","38057",2019-11-22
"Corporate Insolvency","Meetings of Creditors","Notice timeline for ZIPPY STITCH LTD (07493934)","ZIPPY STITCH LTD","7493934",2019-11-22
"Corporate Insolvency","Winding-Up Orders","Notice timeline for TOURMAJOR LIMITED (01450464)","TOURMAJOR LIMITED","1450464",2019-11-22
